Line #,Key,en Version,ka Translation
1,ka.mongoid.models.user,User,მომხმარებელი
2,ka.mongoid.models.page_content,Text for Pages,ტექსტი გვერდებისთვის
3,ka.mongoid.models.dataset,Dataset,მონაცემები
4,ka.mongoid.models.shapeset,Shapeset,ფორმების ცხრილი
5,ka.mongoid.models.question,Question,კითხვა
6,ka.mongoid.models.time_series,Time Series,პერიოდული შედარება
7,ka.mongoid.models.time_series_question,Question,შეკითხვა
8,ka.mongoid.models.time_series_answer,Answer,პასუხი
9,ka.mongoid.models.api_version,API Version,API ვერსია
10,ka.mongoid.models.api_method,API Method,API მეთოდი
11,ka.mongoid.models.api_key,API Access Token,API დაშვების გასაღები
12,ka.mongoid.models.category,Category,კატეგორია
13,ka.mongoid.models.category_mapper,Categories,კატეგორიები
14,ka.mongoid.models.country,Country,Country
15,ka.mongoid.models.country_mappery,Countries,Countries
16,ka.mongoid.models.group,Group,Group
17,ka.mongoid.models.weight,Weight,Weight
18,ka.mongoid.models.time_series_group,Group,Group
19,ka.mongoid.models.time_series_weight,Weight,Weight
20,ka.mongoid.models.time_series_weight_assignment,Weight Assignment,Weight Assignment
21,ka.mongoid.attributes.user.email,Email Address,ელ.ფოსტა
22,ka.mongoid.attributes.user.password,Password,პაროლი
23,ka.mongoid.attributes.user.password_confirmation,Password Confirmation,გაიმეორეთ პაროლი
24,ka.mongoid.attributes.user.role,Role,როლი
25,ka.mongoid.attributes.user.remember_me,Remember Me,დამიმახსოვრე
26,ka.mongoid.attributes.user.nickname,Nickname,მომხმარებლის სახელი
27,ka.mongoid.attributes.user.sign_in_count,Number of Times Logged In,შემოსვლის რაოდენობა
28,ka.mongoid.attributes.user.created_at,Date Created,შექმნის თარიღი
29,ka.mongoid.attributes.user.current_sign_in_at,Date Last Logged In,ბოლო შემოსვლის თარიღი
30,ka.mongoid.attributes.user.first_name,First Name,სახელი
31,ka.mongoid.attributes.user.last_name,Last Name,გვარი
32,ka.mongoid.attributes.user.name,Name,სახელი
33,ka.mongoid.attributes.user.age_group,Age Group,ასაკობრივი ჯგუფი
34,ka.mongoid.attributes.user.residence,Country of Residence,საცხოვრებელი ქვეყანა
35,ka.mongoid.attributes.user.affiliation,Affiliation,დაწესებულება
36,ka.mongoid.attributes.user.status,Status,სტატუსი
37,ka.mongoid.attributes.user.status_other,When other (Please specify),როდესაც სხვა (გთხოვთ მიუთითოთ)
38,ka.mongoid.attributes.user.description,Short description of research objective (<i>optional</i>),საკვლევი ობიექტის მოკლე აღწერა (<i>არჩევითი</i>)
39,ka.mongoid.attributes.user.notifications,I want to receive notifications when new datasets are added,ახალი მონაცემების დამატების დროს მინდა შეტყობინების მიღება
40,ka.mongoid.attributes.user.notification_locale,Notification Language,შეტყობინების ენა
41,ka.mongoid.attributes.message.name,Name,სახელი
42,ka.mongoid.attributes.message.email,Email Address,ელ.ფოსტის მისამართი
43,ka.mongoid.attributes.message.message,Message,შეტყობინება
44,ka.mongoid.attributes.message.subject,Subject,სათაური
45,ka.mongoid.attributes.agreement.email,Email Address,ელ.ფოსტა
46,ka.mongoid.attributes.agreement.first_name,First Name,სახელი
47,ka.mongoid.attributes.agreement.last_name,Last Name,გვარი
48,ka.mongoid.attributes.agreement.age_group,Age Group,ასაკობრივი ჯგუფი
49,ka.mongoid.attributes.agreement.residence,Country of Residence,საცხოვრებელი ქვეყანა
50,ka.mongoid.attributes.agreement.affiliation,Affiliation,დაწესებულება
51,ka.mongoid.attributes.agreement.status,Status,სტატუსი
52,ka.mongoid.attributes.agreement.status_other,When other(Please specify),როდესაც სხვა (გთხოვთ მიუთითოთ)
53,ka.mongoid.attributes.agreement.description,Short description of research objective (<i>optional</i>),საკვლევი ობიექტის მოკლე აღწერა (<i>არჩევითი</i>)
54,ka.mongoid.attributes.agreement.dataset_id,Dataset,მონაცემები
55,ka.mongoid.attributes.agreement.dataset_type,File Type,File Type
56,ka.mongoid.attributes.agreement.dataset_locale,Language,ენა
57,ka.mongoid.attributes.agreement.download_type,Download Type,Download Type
58,ka.mongoid.attributes.agreement.created_at,Date,თარიღი
59,ka.mongoid.attributes.page_content.name,Unique Name,უნიკალური სახელი
60,ka.mongoid.attributes.page_content.title,Title,სათაური
61,ka.mongoid.attributes.page_content.content,Content,კონტენტი
62,ka.mongoid.attributes.dataset.title,Title,სათაური
63,ka.mongoid.attributes.dataset.description,Description,აღწერა
64,ka.mongoid.attributes.dataset.methodology,Methodology,მეთოდოლოგია
65,ka.mongoid.attributes.dataset.source,Source of Data,მონაცემთა წყარო
66,ka.mongoid.attributes.dataset.source_url,URL to Source,წყაროს URL
67,ka.mongoid.attributes.dataset.datafile,Data File,მონაცემების ფაილი
68,ka.mongoid.attributes.dataset.has_warnings,Issues with Data,მონაცემების საკითხები
69,ka.mongoid.attributes.dataset.stats,Dataset Stats,მონაცემთა ცხრილის სტატისტიკა
70,ka.mongoid.attributes.dataset.codebook,Codebook,კოდირება
71,ka.mongoid.attributes.dataset.released_at,Date Released,გამოქვეყნების თარიღი
72,ka.mongoid.attributes.dataset.start_gathered_at,Date Started Gathering Data,მონაცემთა შეგროვების დაწყების თარიღი
73,ka.mongoid.attributes.dataset.end_gathered_at,Date Finished Gathering Data,მონაცემთა შეგროვების დასრულების თარიღი
74,ka.mongoid.attributes.dataset.gathered_at,Dates Collected,მონაცემები შეგროვებულია
75,ka.mongoid.attributes.dataset.public,Make Available to the Public,გავხადოთ საჯაროდ ხელსმისაწვდომი
76,ka.mongoid.attributes.dataset.languages,Languages of Dataset,მონაცემთა ცხრილის ენა
77,ka.mongoid.attributes.dataset.default_language,Default Language,მთავარი ენა
78,ka.mongoid.attributes.dataset.is_mappable,Has questions that are geographic in nature,აქვს კითხვები რომლებიც არიან ბუნებრივად გეოგრაფიული ტიპის
79,ka.mongoid.attributes.dataset.created_at,Date Added to Site,Date Added to Site
80,ka.mongoid.attributes.dataset.reports,Reports,რეფორთები
81,ka.mongoid.attributes.dataset.category_ids,Categories,კატეგორიები
82,ka.mongoid.attributes.dataset.country_ids,Country(s) Data Represents,Country(s) Data Represents
83,ka.mongoid.attributes.dataset.permalink,URL to Dataset,მონაცემთა URL-ი
84,ka.mongoid.attributes.dataset.is_weighted,Weighted Data,Weighted Data
85,ka.mongoid.attributes.dataset.updated_at,Date Last Updated,Date Last Updated
86,ka.mongoid.attributes.dataset.donor,Donor,Donor
87,ka.mongoid.attributes.dataset.license_title,License Title,License Title
88,ka.mongoid.attributes.dataset.license_description,License Description,License Description
89,ka.mongoid.attributes.dataset.license_url,License URL,License URL
90,ka.mongoid.attributes.stats.questions_analyzable,Analyzable Questions,Analyzable Questions
91,ka.mongoid.attributes.stats.public_questions_analyzable,Public Analyzable Questions,Public Analyzable Questions
92,ka.mongoid.attributes.stats.questions_good,Questions With Predefined Answers,Questions With Predefined Answers
93,ka.mongoid.attributes.stats.questions_no_text,No Question Text,No Question Text
94,ka.mongoid.attributes.stats.questions_no_answers,No Predefined Answers,No Predefined Answers
95,ka.mongoid.attributes.stats.questions_bad_answers,Bad Answers,Bad Answers
96,ka.mongoid.attributes.stats.data_records,Total Responses,Total Responses
97,ka.mongoid.attributes.question.code,Question Code,კითხვის კოდი
98,ka.mongoid.attributes.question.original_code,Question Code,კითხვის კოდი
99,ka.mongoid.attributes.question.text,Question,კითხვა
100,ka.mongoid.attributes.question.notes,Notes,შენიშვნა
101,ka.mongoid.attributes.question.exclude,Exclude Question from Analysis,ანალიზიდან კითხვის გამორიცხვა
102,ka.mongoid.attributes.question.exclude_download_header,Exclude Question from Analysis (leave blank to show question),ანალიზიდან კითხვის გამორიცხვა (დატოვე ადგილი კითხვი გამოსაჩენად)
103,ka.mongoid.attributes.question.no_questions,There are no questions on file for this dataset.,მონაცემთა ამ ცხრილისთვის კითხვა ან ფაილი ვერ მოიძებნა
104,ka.mongoid.attributes.question.is_mappable,Question has been setup to show answers on a map,კითხვის პასუხები რუკაზე გამოჩნდება
105,ka.mongoid.attributes.question.has_code_answers,Has defined list of answers,განსაზღვრა პასუხების სია
106,ka.mongoid.attributes.question.possible_answers,Possible Answer Values,შესაძლო პასუხების მნიშვნელობები
107,ka.mongoid.attributes.question.data_answers,Answer Values in Data,პასუხების მნიშვნელობები მონაცემებში
108,ka.mongoid.attributes.question.can_download,Include Question in Download for Public,Include Question in Download for Public
109,ka.mongoid.attributes.question.has_map_adjustable_max_range,Max Range of Choropleth Map is Adjustable,Max Range of Choropleth Map is Adjustable
110,ka.mongoid.attributes.question.is_weight,This question is a weight,This question is a weight
111,ka.mongoid.attributes.answer.value,Value,მნიშვნელობა
112,ka.mongoid.attributes.answer.text,Answer,პასუხი
113,ka.mongoid.attributes.answer.exclude,Exclude Answer from Analysis,ანალიზიდან კითხვის გამორიცხვა
114,ka.mongoid.attributes.answer.exclude_download_header,Exclude Answer from Analysis (leave blank to show answer),ანალიზიდან კითხვის გამორიცხვა (დატოვე ადგილი პასუხის გამოსაჩენად)
115,ka.mongoid.attributes.answer.can_exclude,Can Exclude During Analysis,ანალიზის დროს შეუძლია გამორიცხვა
116,ka.mongoid.attributes.answer.can_exclude_download_header,Can Exclude During Analysis (leave blank to always show answer),ანალიზის დროს შეუძლია გამორიცხვა (დატოვე ადგილი პასუხის მუდმივად გამოსაჩენად)
117,ka.mongoid.attributes.answer.no_questions,There are no questions on file for this dataset.,ამ მონაცემთა ფაილზე არ არის კითხვები
118,ka.mongoid.attributes.answer.sort_order,Sort Order,დახარისხების წყობა
119,ka.mongoid.attributes.answer.shape_name,Name of Shape,ფორმის სახელი
120,ka.mongoid.attributes.group.title,Name,Name
121,ka.mongoid.attributes.group.description,Description,Description
122,ka.mongoid.attributes.group.include_in_charts,Include the Description in the Chart Titles?,Include the Description in the Chart Titles?
123,ka.mongoid.attributes.group.codes,Questions in this Group,Questions in this Group
124,ka.mongoid.attributes.group.parent_id,This Group is a Subgroup of,This Group is a Subgroup of
125,ka.mongoid.attributes.group.sub_group,Subgroup,Subgroup
126,ka.mongoid.attributes.weight.code,Question with Weight,Question with Weight
127,ka.mongoid.attributes.weight.text,Weight Name,Weight Name
128,ka.mongoid.attributes.weight.is_default,Is Default Weight?,Is Default Weight?
129,ka.mongoid.attributes.weight.applies_to_all,Applies to All Questions,Applies to All Questions
130,ka.mongoid.attributes.weight.applies_to,Applies To,Applies To
131,ka.mongoid.attributes.weight.all_questions,All Questions,All Questions
132,ka.mongoid.attributes.weight.codes,Apply the Weight to the Following Questions,Apply the Weight to the Following Questions
133,ka.mongoid.attributes.report.title,Title,დასახელება
134,ka.mongoid.attributes.report.file,File,ფაილი
135,ka.mongoid.attributes.report.released_at,Date Released,გამოქვეყნების თარიღი
136,ka.mongoid.attributes.report.language_id,Language,ენა
137,ka.mongoid.attributes.report.summary,Summary,მოკლე შეჯამება
138,ka.mongoid.attributes.time_series.title,Title,დასახელება
139,ka.mongoid.attributes.time_series.description,Description,აღწერა
140,ka.mongoid.attributes.time_series.source,Source of Data,მონაცემთა წყარო
141,ka.mongoid.attributes.time_series.source_url,URL to Source,წყაროს URL
142,ka.mongoid.attributes.time_series.public,Make Available to the Public,გავხადოთ საჯაროდ ხელსმისაწვდომი
143,ka.mongoid.attributes.time_series.created_at,Date Added to Site,Date Added to Site
144,ka.mongoid.attributes.time_series.datasets,Datasets,მონაცემები
145,ka.mongoid.attributes.time_series.dates,Dates Included,მოიცავს თარიღებს
146,ka.mongoid.attributes.time_series.category_ids,Categories,კატეგორიები
147,ka.mongoid.attributes.time_series.country_ids,Country(s) Data Represents,Country(s) Data Represents
148,ka.mongoid.attributes.time_series.permalink,URL to Time Series,პერიოდული შედარების URL-ი
149,ka.mongoid.attributes.time_series.is_weighted,Weighted Data,Weighted Data
150,ka.mongoid.attributes.time_series.updated_at,Date Last Updated,Date Last Updated
151,ka.mongoid.attributes.time_series.license_title,License Title,License Title
152,ka.mongoid.attributes.time_series.license_description,License Description,License Description
153,ka.mongoid.attributes.time_series.license_url,License URL,License URL
154,ka.mongoid.attributes.time_series_dataset.dataset_id,Dataset,მონაცემები
155,ka.mongoid.attributes.time_series_dataset.title,Label,ეტიკეტი
156,ka.mongoid.attributes.time_series_dataset.sort_order,Sort Order,დახარისხების წყობა
157,ka.mongoid.attributes.time_series_question.code,Question Code,კითხვის კოდი
158,ka.mongoid.attributes.time_series_question.original_code,Question Code,კითხვის კოდი
159,ka.mongoid.attributes.time_series_question.text,Question,კითხვა
160,ka.mongoid.attributes.time_series_question.notes,Notes,შენიშვნა
161,ka.mongoid.attributes.time_series_group.title,Name,Name
162,ka.mongoid.attributes.time_series_group.description,Description,Description
163,ka.mongoid.attributes.time_series_group.include_in_charts,Include the Description in the Chart Titles?,Include the Description in the Chart Titles?
164,ka.mongoid.attributes.time_series_group.codes,Questions in this Group,Questions in this Group
165,ka.mongoid.attributes.time_series_group.parent_id,This Group is a Subgroup of,This Group is a Subgroup of
166,ka.mongoid.attributes.time_series_group.sub_group,Subgroup,Subgroup
167,ka.mongoid.attributes.time_series_weight.dataset_id,Dataset with Weight,Dataset with Weight
168,ka.mongoid.attributes.time_series_weight.code,Question with Weight,Question with Weight
169,ka.mongoid.attributes.time_series_weight.text,Weight Name,Weight Name
170,ka.mongoid.attributes.time_series_weight.is_default,Is Default Weight?,Is Default Weight?
171,ka.mongoid.attributes.time_series_weight.applies_to_all,Applies to All Questions,Applies to All Questions
172,ka.mongoid.attributes.time_series_weight.applies_to,Applies To,Applies To
173,ka.mongoid.attributes.time_series_weight.all_questions,All Questions,All Questions
174,ka.mongoid.attributes.time_series_weight.codes,Apply the Weight to the Following Questions,Apply the Weight to the Following Questions
175,ka.mongoid.attributes.time_series_weight_assignment.dataset_id,Dataset,Dataset
176,ka.mongoid.attributes.time_series_weight_assignment.code_unique_id,Question with Unique Response IDs,Question with Unique Response IDs
177,ka.mongoid.attributes.time_series_dataset_question.code,Question Code,კითხვის კოდი
178,ka.mongoid.attributes.time_series_dataset_question.text,Question,კითხვა
179,ka.mongoid.attributes.time_series_dataset_question.notes,Notes,შენიშვნა
180,ka.mongoid.attributes.time_series_dataset_question.dataset,Dataset,მონაცემები
181,ka.mongoid.attributes.time_series_answer.value,Value,მნიშვნელობა
182,ka.mongoid.attributes.time_series_answer.text,Answer,პასუხი
183,ka.mongoid.attributes.time_series_answer.can_exclude,Can Exclude During Analysis,შეუძლია ანალიზის დროს გამორიცხვა
184,ka.mongoid.attributes.time_series_answer.sort_order,Sort Order,დახარისხების წყობა
185,ka.mongoid.attributes.shapeset.title,Title,დასახელება
186,ka.mongoid.attributes.shapeset.description,Description,აღწერა
187,ka.mongoid.attributes.shapeset.source,Source of Shapeset,ფორმების ცხრილის წყარო
188,ka.mongoid.attributes.shapeset.source_url,URL to Souce,წყაროს URL
189,ka.mongoid.attributes.shapeset.shapefile,GeoJSON File,GeoJSON ფაილი
190,ka.mongoid.attributes.shapeset.languages,Languages of Shapeset,ფორმების ცხრილის ენა
191,ka.mongoid.attributes.shapeset.default_language,Default Language,მთავარი ენა
192,ka.mongoid.attributes.shapeset.created_at,Added On,დამატებულია
193,ka.mongoid.attributes.api_version.permalink,Permalink,პერმალინკი
194,ka.mongoid.attributes.api_version.title,Title,დასახელება
195,ka.mongoid.attributes.api_version.public,Make Available to the Public,გავხადოთ საჯაროდ ხელსმისაწვდომი
196,ka.mongoid.attributes.api_version.public_at,Released At,გამოქვეყნებულია
197,ka.mongoid.attributes.api_version.updated_at,Last Updated At,ბოლო განახლება
198,ka.mongoid.attributes.api_version.methods,Methods,მეთოდი
199,ka.mongoid.attributes.api_method.permalink,Permalink,პერმალინკი
200,ka.mongoid.attributes.api_method.title,Title,დასახელება
201,ka.mongoid.attributes.api_method.content,Content,კონტენტი
202,ka.mongoid.attributes.api_method.public,Make Available to the Public,გავხადოთ საჯაროდ ხელსმისაწვდომი
203,ka.mongoid.attributes.api_method.public_at,Released At,გამოქვეყნებულია
204,ka.mongoid.attributes.api_method.updated_at,Last Updated At,ბოლო განახლება
205,ka.mongoid.attributes.api_method.sort_order,Sort Order,დახარისხების წყობა
206,ka.mongoid.attributes.api_request.api_key_id,API Key ID,API-ს გასაღების ID
207,ka.mongoid.attributes.api_request.user_id,User ID,მომხმარებლის ID
208,ka.mongoid.attributes.api_request.user_name,Name,სახელი
209,ka.mongoid.attributes.api_request.dataset_id,Dataset ID,მონაცემების ID
210,ka.mongoid.attributes.api_request.dataset_title,Dataset,მონაცემები
211,ka.mongoid.attributes.api_request.time_series_id,Time Series ID,პერიოდული შედარების ID
212,ka.mongoid.attributes.api_request.time_series_title,Time Series,პერიოდული შედარება
213,ka.mongoid.attributes.api_request.ip_address,IP Address,IP მისამართი
214,ka.mongoid.attributes.api_request.locale,API Locale,API ადგილი
215,ka.mongoid.attributes.api_request.api_version,API Version,API ვერსია
216,ka.mongoid.attributes.api_request.action,API Action,API ქმედება
217,ka.mongoid.attributes.api_request.question_code,Question Code,კითხვის კოდი
218,ka.mongoid.attributes.api_request.broken_down_by_code,Broken Down By Code,ჩაშლილია კოდით
219,ka.mongoid.attributes.api_request.filtered_by_code,Filtered By Code,გაფილტრულია კოდით
220,ka.mongoid.attributes.api_request.can_exclude,Can Exclude,შეუძლია გამორიცხვა
221,ka.mongoid.attributes.api_request.with_title,With Title,სახელით
222,ka.mongoid.attributes.api_request.with_chart_data,With Chart Data,მონაცემების დიაგრამით
223,ka.mongoid.attributes.api_request.with_map_data,With Map Data,მონაცემების რუკით
224,ka.mongoid.attributes.api_request.browser,Browser,ბრაუზერი
225,ka.mongoid.attributes.api_request.version,Browser Version,ბრაუზერის ვერსია
226,ka.mongoid.attributes.api_request.os,OS,OS
227,ka.mongoid.attributes.api_request.platform,OS Platform,OS პლატფორმა
228,ka.mongoid.attributes.api_request.app,App,App
229,ka.mongoid.attributes.api_request.is_mobile,Is Mobile Device?,მობილური მოწყობილობაა?
230,ka.mongoid.attributes.api_request.created_at,Date,თარიღი
231,ka.mongoid.attributes.api_key.key,Access Token,დაშვების გასაღები
232,ka.mongoid.attributes.api_key.created_at,Date Created,შექმნის თარიღი
233,ka.mongoid.attributes.category.name,Name,სახელი
234,ka.mongoid.attributes.category.permalink,URL to Category,ბმული
235,ka.mongoid.attributes.category.sort_order,Sort Order,დახარისხება
236,ka.mongoid.hints.dataset.title,The title of your dataset,თქვენი მონაცემების სახელწოდება
237,ka.mongoid.hints.dataset.description,Explain what your dataset is about,"აღწერეთ, რაზეა თქვენი მონაცემები"
238,ka.mongoid.hints.dataset.methodology,Explain how the data in the dataset was collected,"აღწერეთ, როგორ იქნა შეგროვებული მონაცემები"
239,ka.mongoid.hints.dataset.source,Who collected this data,ვინ შეაგროვა მონაცემები
240,ka.mongoid.hints.dataset.source_url,"URL to the Source's website. Please include the http as part of the url (e.g., http://source.com)","წყაროს ვებგვერდის URL. გთხოვთ, გამოიყენით http როგორც url-ის ნაწილი (მაგ. http://source.com)"
241,ka.mongoid.hints.dataset.datafile,"Only sav, dta, csv, xls, xlsx formats are allowed","დასაშვებია მხოლოდ sav, dta, csv, xls, xlsx ფორმატები"
242,ka.mongoid.hints.dataset.datafile_read_only,"At this time, you cannot load a new datafile to add or replace existing information","ამ დროისთვის, არ შეგიძლიათ მონაცემთა ახალი ფაილის ატვირთვა ახლის დასამატებლად ან ძველის ჩანასაცვლებლად"
243,ka.mongoid.hints.dataset.codebook,"Only txt, pdf, doc, docx formats are allowed","დასაშვებია მხოლოდ txt, pdf, doc, docx ფორმატები"
244,ka.mongoid.hints.dataset.released_at,Date the dataset was released to the public,მონაცემების საჯაროდ გამოქვეყნების თარიღი
245,ka.mongoid.hints.dataset.start_gathered_at,Date the data gathering process began,მონაცემების შეგროვების დაწყების თარიღი
246,ka.mongoid.hints.dataset.end_gathered_at,Date the data gathering process finished,მონაცემების შეგროვების დასრულების თარიღი
247,ka.mongoid.hints.dataset.public,Select 'Yes' to make your dataset available to the world,"მონიშნეთ 'დიახ', რათა თქვენი მონაცემები საჯაროდ ხელმისაწვდომი გახდეს "
248,ka.mongoid.hints.dataset.languages,"Even though your dataset may be in one language, you can use these forms to translate all of the questions and answers into any language you desire.","იმ შემთხვევაშიც კი, თუ თქვენი მონაცემები მხოლოდ ერთ ენაზეა, თქვენ შეგიძლიათ ამ ფორმების გამოყენება, რათა თარგმნოთ ყველა კითხვა და პასუხი თქვენთვის სასურველ ნებისმიერ ენაზე"
249,ka.mongoid.hints.dataset.default_language,The dataset language that is shown by default if no specific language is requested by user,"მონაცემთა ენა, რომელიც ნაჩვენებია მთავარ ენად, თუ რომელიმე კონკრეტული ენა არ არის მოთხოვნილი მომხმარებლის მიერ"
250,ka.mongoid.hints.dataset.category_ids,Assign the dataset to one or more categories,მიაკუთვნეთ მონაცემები ერთ ან მეტ კატეგორიას
251,ka.mongoid.hints.dataset.country_ids,Select which country(s) the dataset data represents,Select which country(s) the dataset data represents
252,ka.mongoid.hints.dataset.permalink,"An abbreviated name of the dataset that you want to appear in the URL (e.g., 'wms' for 'Welfare Monitoring Survey'). All special characters will be automatically removed.","მონაცემების შემოკლებული სახელი, რომელიც გსურთ, რომ გამოჩნდეს URL-ში (მაგალითად, 'wms', რომელიც გულისხმობს 'Welfare Monitoring Survey'). ყველა სპეციალური სიმბოლოების ავტომატურად წაიშლება."
253,ka.mongoid.hints.dataset.donor,Person(s) or organization(s) that funded your data collection,Person(s) or organization(s) that funded your data collection
254,ka.mongoid.hints.dataset.license_title,The title of the license,The title of the license
255,ka.mongoid.hints.dataset.license_description,A brief description of the license,A brief description of the license
256,ka.mongoid.hints.dataset.license_url,A URL to webpage that has more information about the license,A URL to webpage that has more information about the license
257,ka.mongoid.hints.shapeset.title,The title of your shapeset,სახელწოდება ფორმების კრებულისთვის
258,ka.mongoid.hints.shapeset.description,Short summary of what is in the shapeset,ფორმების ცხრილის შინაარსის მოკლე აღწერა
259,ka.mongoid.hints.shapeset.source,Who put the shapeset together,ვინ დააყენა ფორმების ცხრილი ერთად
260,ka.mongoid.hints.shapeset.source_url,"URL to the Source's website. Please include the http as part of the url (e.g., http://source.com)",წყაროს ვებ გვერდზე URL. გთხოვთ გამოიყენით http როგორც url-ის ნაწილი (მაგ. http://source.com)
261,ka.mongoid.hints.shapeset.shapefile,Only json and geojson formats are allowed,დასაშვებია მხოლოდ json და geojson ფორმატები
262,ka.mongoid.hints.shapeset.languages,"Even though your shapeset may be in one language, you can use this form to translate all of the shapeset into any language you desire.","იმ შემთხვევაშიც კი, თუ თქვენი მონაცემები მხოლოდ ერთ ენაზეა, თქვენ შეგიძლიათ ამ ფორმების გამოყენება რათა თარგმნოთ ყველა კითხვა და პასუხი თქვენთვის სასურველ ნებისმიერ ენაზე"
263,ka.mongoid.hints.shapeset.default_language,The shapeset language that is used by default if no specific language is requested,"მონაცემთა ცხრილის ენა რომელიც გამოყენებულია როგორც მთავარი ენა, თუ რომელიმე კონკრეტული ენა არ არის მოთხოვნილი"
264,ka.mongoid.hints.question.text,The text of the question,კითხვის ტექსტი
265,ka.mongoid.hints.question.notes,Any special notes about the question,რაიმე სპეციალური შენიშვნა კითხვასთან დაკავშრებით
266,ka.mongoid.hints.question.exclude,"If selected, this question will not be available during analysis",მონიშვნის შემთხვევაში ეს კითხვა არ იქნება ხელმისაწვდომი ანალიზის დროს
267,ka.mongoid.hints.question.is_mappable,"If the question is mappable in nature, you can match the question to a shapeset and be able to analyize the question on a map","თუ კითხვები ბუნებრივად შეიძლება დატანილი იყვნენ რუკაზე, შეგიძლიათ დაამთხვიოთ კითხვა ფორმები ცხრილს და რუკაზე გაანალიზოთ შეკითხვა"
268,ka.mongoid.hints.question.can_download,"If selected, this question will be included in the data download available to the public","If selected, this question will be included in the data download available to the public"
269,ka.mongoid.hints.question.is_weight,"If this question contains weight values, you can apply the weight to the dataset","If this question contains weight values, you can apply the weight to the dataset"
270,ka.mongoid.hints.answer.value,The value of the answer,პასუხის მნიშვნელობა
271,ka.mongoid.hints.answer.text,The text of the answer,პასუხის ტექსტი
272,ka.mongoid.hints.answer.exclude,"If selected, this answer will not be available during analysis.",მონიშვნის შემთხვევაში ეს კითხვა არ იქნება ხელმისაწვდომი ანალიზის დროს
273,ka.mongoid.hints.answer.can_exclude,"If selected, this answer will be available during analysis, but can be turned off if desired by the user.","მონიშვნის შემთხვევაში ეს კითხვა იქნება ხელმისაწვდომი ანალიზის დროს, მაგრამ მომხმარებლის სურვილის შემთხვევაში ის შეიძლება გამოირთოს"
274,ka.mongoid.hints.answer.sort_order,The order the answers should appear,გამოსაჩენი პასუხების წყობა
275,ka.mongoid.hints.answer.default_text,This is the answer text from the default language which is provided to make it easier to complete the translation,"ეს არის პასუხის ტექსტი მთავარი ენიდან, რომელიც მოწოდებულია რათა თარგმანის გასაადვილებლად"
276,ka.mongoid.hints.group.title,The group name will appear in the codebook and on the explore page in the question drop-down lists,The group name will appear in the codebook and on the explore page in the question drop-down lists
277,ka.mongoid.hints.group.description,"The group description will appear in the codebook, on the explore page in the question drop-down lists and the chart titles, if desired.","The group description will appear in the codebook, on the explore page in the question drop-down lists and the chart titles, if desired."
278,ka.mongoid.hints.group.include_in_charts,"If selected, the group description will appear in the title of the charts. The Description will then be required.","If selected, the group description will appear in the title of the charts. The Description will then be required."
279,ka.mongoid.hints.group.codes,Select the questions that belong in this group,Select the questions that belong in this group
280,ka.mongoid.hints.group.parent_id,Use this to indicate that this group belongs to another group,Use this to indicate that this group belongs to another group
281,ka.mongoid.hints.weight.code,The question that contains the weight values,The question that contains the weight values
282,ka.mongoid.hints.weight.text,"A label for the weight - this will be visible to the public during analysis (e.g., Individual, Household, etc)","A label for the weight - this will be visible to the public during analysis (e.g., Individual, Household, etc)"
283,ka.mongoid.hints.weight.is_default,"If selected, this will be the weight that is applied to all questions during analysis by default if no weight is indicated","If selected, this will be the weight that is applied to all questions during analysis by default if no weight is indicated"
284,ka.mongoid.hints.weight.applies_to_all,"If selected, all questions will be assigned to this weight","If selected, all questions will be assigned to this weight"
285,ka.mongoid.hints.weight.codes,Select the questions that you want to have this weight applied to,Select the questions that you want to have this weight applied to
286,ka.mongoid.hints.report.title,The title of the report,რეფორთის დასახელება
287,ka.mongoid.hints.report.file,"The report file in pdf, doc, odt or txt format","რეფორთის ფაილი pdf, doc, odt ან txt დოკუმენტებში"
288,ka.mongoid.hints.report.released_at,Date the report was released to the public,რეფორთის საჯაროდ გამოქვეყნების თარიღი
289,ka.mongoid.hints.report.language_id,The language the report is written in,ენა რომელშიც რეფორთი არის დაწერილი
290,ka.mongoid.hints.report.summary,A brief summary of the report,რეფორთის მოკლე აღწერა
291,ka.mongoid.hints.mappable.question,Select the question that you want to have the answers appear on a map during analysis.,აირჩიეთ კითხვა რომელის პასუხიც გსურთ გამოჩნდეს რუკაზე ანალიზის დროს
292,ka.mongoid.hints.mappable.shapeset,Select the shapeset to use for this question.,არიჩიეთ ამ კითხვის გამოსაყენებელი ფორმების ცხრილი
293,ka.mongoid.hints.time_series.title,The title of your time series,პერიოდული შედარების დასახელება
294,ka.mongoid.hints.time_series.description,Explain what your time series is about,ახსენით რას ეხება თქვენი პერიოდული შედარება
295,ka.mongoid.hints.time_series.public,Select 'Yes' to make your time series available to the world,აირჩიეთ 'დიახ' რათა თქვენი პერიოდული შედარება გახდეს მსოფლიოსთვის ხელმისაწვდომი
296,ka.mongoid.hints.time_series.languages,The languages of your time series are automatically determined by the languages of the datasets,თქვენი პერიოდული შედარების ენები ავტომატურად განისაზღვრება მონაცემთა ცხრილის ენების მიერ
297,ka.mongoid.hints.time_series.default_language,The time series language that is shown by default if no specific language is requested by user,"პერიოდული შედარების ენა რომელიც ნაჩვენებია მთავარ ენად, თუ სხვა ენა არ არის მოთხოვნილი მომხმარებლის მიერ"
