Line #,Key,en Version,ka Translation
650,ka.questions.mass_changes.answers.template,Clicking the button below will download a template of all answers in this dataset. Make the desired changes in the spreadsheet and then use the form below to update your changes.,Clicking the button below will download a template of all answers in this dataset. Make the desired changes in the spreadsheet and then use the form below to update your changes.
651,ka.questions.mass_changes.answers.template2,"The only columns that cannot be changed are: %{code}, %{value}","The only columns that cannot be changed are: %{code}, %{value}"
652,ka.questions.mass_changes.answers.template_link,Download Answers Template,Download Answers Template
653,ka.questions.mass_changes.answers.submit,Update Answers,Update Answers
654,ka.time_series.form.header_datasets,Datasets,Datasets
655,ka.time_series.form.header_add_dataset,Add a new dataset to this time series,Add a new dataset to this time series
656,ka.time_series.highlights.title,Time Series Highlights,Time Series Highlights
657,ka.time_series.highlights.instructions,"Highlights are visuals (charts and maps) that highlight interesting aspects of your time series and are shown on the dashboard page and the home page. 

To add a highlight, go to the explore page, select the indicators you want, and then in the charts that appear click the star button in the top left corner.

You can use this page to quickly remove highlights or to indicate which highlight to always show on the home page - only one highlight from all datasets and time series can be selected for this.
","Highlights are visuals (charts and maps) that highlight interesting aspects of your time series and are shown on the dashboard page and the home page. 

To add a highlight, go to the explore page, select the indicators you want, and then in the charts that appear click the star button in the top left corner.

You can use this page to quickly remove highlights or to indicate which highlight to always show on the home page - only one highlight from all datasets and time series can be selected for this.
"
658,ka.time_series.highlights.no_highlights,There are no highlights on file for this time series.,There are no highlights on file for this time series.
659,ka.time_series.highlights.question_code,Question,Question
660,ka.time_series.highlights.broken_down_by_code,Broken Down By,Broken Down By
661,ka.time_series.highlights.filtered_by_code,Filtered By,Filtered By
662,ka.time_series.highlights.show_home_page,Always Shows on Home Page,Always Shows on Home Page
663,ka.time_series.highlights.btn_show_home_page,Show on Home Page,Show on Home Page
664,ka.time_series_questions.index.title,Edit Time Series Questions and their Answers,Edit Time Series Questions and their Answers
665,ka.time_series_questions.index.explanation,Use this page to add questions to the time series or edit questions already in the time series.,Use this page to add questions to the time series or edit questions already in the time series.
666,ka.time_series_questions.index.no_questions,There are no questions on file for this time series yet.,There are no questions on file for this time series yet.
667,ka.time_series_questions.index.btn_add_question,Add a Question,Add a Question
668,ka.time_series_questions.index.btn_add_question_hint,Match a question from each dataset and add the question to the time series.,Match a question from each dataset and add the question to the time series.
669,ka.time_series_questions.index.btn_automatic,Automatically Assign Matching Questions,Automatically Assign Matching Questions
670,ka.time_series_questions.index.btn_automatic_hint,Questions with the same Question Code in each dataset will automatically be added to the time series. This will take a few seconds to complete.,Questions with the same Question Code in each dataset will automatically be added to the time series. This will take a few seconds to complete.
671,ka.time_series_questions.index.header_dataset_question,%{title} Question,%{title} Question
672,ka.time_series_questions.form.header_answers,Answers,Answers
673,ka.time_series_questions.form.explanation_answers,"The answer settings fields (value, sort order, etc) are only shown in the '%{lang}' tab.","The answer settings fields (value, sort order, etc) are only shown in the '%{lang}' tab."
674,ka.time_series_questions.form.default_text,Default Text,Default Text
675,ka.time_series_questions.form.header_add_answer,Add a new answer for this question,Add a new answer for this question
676,ka.time_series_questions.show.title,Question: %{question},Question: %{question}
677,ka.time_series_questions.show.header_answers,Answers,Answers
678,ka.time_series_questions.show.no_answers,There are no answers for this question yet.,There are no answers for this question yet.
679,ka.shared.explore_data.no_matches,Your selections returned no data. Please try again with a different selection.,Your selections returned no data. Please try again with a different selection.
680,ka.shared.explore_data.no_data,'%{title}' does not have any data that is analyzable at this time.,'%{title}' does not have any data that is analyzable at this time.
681,ka.shared.explore_data.hover_region,Hover over a Region,Hover over a Region
682,ka.shared.explore_data.na,N/A,N/A
683,ka.shared.explore_data.percent,Percent,Percent
684,ka.shared.explore_data.dataset_title,Dataset,Dataset
685,ka.shared.explore_data.form.question_code,Explore Answers To,Explore Answers To
686,ka.shared.explore_data.form.broken_down_by_code,Broken Down By,Broken Down By
687,ka.shared.explore_data.form.optional,optional,optional
688,ka.shared.explore_data.form.no_comparison,No Comparison,No Comparison
689,ka.shared.explore_data.form.swap,Swap the Questions,Swap the Questions
690,ka.shared.explore_data.form.submit,Generate,Generate
691,ka.shared.explore_data.form.reset,Reset,Reset
692,ka.shared.explore_data.form.filtered_by_code,Filtered By,Filtered By
693,ka.shared.explore_data.form.no_filter,No Filter,No Filter
694,ka.shared.explore_data.form.can_exclude,"Exclude ""Don't know"" & ""Refuse""","Exclude ""Don't know"" & ""Refuse"""
695,ka.shared.explore_data.form.can_exclude_hint,"Remove answers like ""Don't know"" & ""Refuse"" from the analysis","Remove answers like ""Don't know"" & ""Refuse"" from the analysis"
696,ka.shared.explore_data.jumpto.chart,Jump to Chart,Jump to Chart
697,ka.shared.explore_data.jumpto.map,Jumpt to Map,Jumpt to Map
698,ka.shared.explore_data.tabs.map,Map,Map
699,ka.shared.explore_data.tabs.chart,Chart,Chart
700,ka.shared.explore_data.tabs.table,Table,Table
701,ka.shared.explore_data.tabs.details,Details,Details
702,ka.shared.explore_data.map.filter,Filter map by selecting an answer to '%{text}':,Filter map by selecting an answer to '%{text}':
703,ka.shared.explore_time_series.no_matches,Your selections returned no data. Please try again with a different selection.,Your selections returned no data. Please try again with a different selection.
704,ka.shared.explore_time_series.no_data,'%{title}' does not have any data that is analyzable at this time.,'%{title}' does not have any data that is analyzable at this time.
705,ka.shared.explore_time_series.na,N/A,N/A
706,ka.shared.explore_time_series.percent,Percent,Percent
707,ka.shared.explore_time_series.time_series_title,Time Series,Time Series
708,ka.shared.explore_time_series.form.question_code,Explore Answers To,Explore Answers To
709,ka.shared.explore_time_series.form.submit,Generate,Generate
710,ka.shared.explore_time_series.form.reset,Reset,Reset
711,ka.shared.explore_time_series.form.filtered_by_code,Filtered By,Filtered By
712,ka.shared.explore_time_series.form.no_filter,No Filter,No Filter
713,ka.shared.explore_time_series.form.can_exclude,"Exclude ""Don't know"" & ""Refuse""","Exclude ""Don't know"" & ""Refuse"""
714,ka.shared.explore_time_series.form.can_exclude_hint,"Remove answers like ""Don't know"" & ""Refuse"" from the analysis","Remove answers like ""Don't know"" & ""Refuse"" from the analysis"
715,ka.shared.explore_time_series.jumpto.chart,Jump to Chart,Jump to Chart
716,ka.shared.explore_time_series.tabs.chart,Chart,Chart
717,ka.shared.explore_time_series.tabs.table,Table,Table
718,ka.shared.explore_time_series.tabs.details,Details,Details
719,ka.shared.dashboard_data.tabs.highlights,Highlights,Highlights
720,ka.shared.dashboard_data.tabs.methodology,Methodology,Methodology
721,ka.shared.dashboard_data.tabs.codebook,Codebook,Codebook
722,ka.shared.dashboard_data.tabs.reports,Reports,Reports
723,ka.shared.dashboard_data.tabs.licensing,Licensing,ნებართვა
724,ka.shared.dashboard_data.no_methodology,There is no methodology on file for this dataset.,There is no methodology on file for this dataset.
725,ka.shared.dashboard_data.no_reports,There are no reports on file for this dataset.,There are no reports on file for this dataset.
726,ka.shared.dashboard_data.no_highlights,There are no highlights on file for this dataset.,There are no highlights on file for this dataset.
727,ka.shared.dashboard_data.filter.all,All Text,All Text
728,ka.shared.dashboard_data.filter.questions,Question Text,Question Text
729,ka.shared.dashboard_data.filter.answers,Answer Text,Answer Text
730,ka.shared.dashboard_time_series.tabs.highlights,Highlights,Highlights
731,ka.shared.dashboard_time_series.tabs.methodology,Methodology,Methodology
732,ka.shared.dashboard_time_series.tabs.codebook,Codebook,Codebook
733,ka.shared.dashboard_time_series.tabs.reports,Reports,Reports
734,ka.shared.dashboard_time_series.tabs.licensing,Licensing,ნებართვა
735,ka.shared.dashboard_time_series.tabs.datasets,Datasets,Datasets
736,ka.shared.dashboard_time_series.no_highlights,There are no highlights on file for this time series.,There are no highlights on file for this time series.
737,ka.shared.dashboard_time_series.filter.all,All Text,All Text
738,ka.shared.dashboard_time_series.filter.questions,Question Text,Question Text
739,ka.shared.dashboard_time_series.filter.answers,Answer Text,Answer Text
740,ka.shared.language_switcher.label,Available Languages,Available Languages
741,ka.export_data.dataset,Dataset: %{title},Dataset: %{title}
742,ka.export_data.download_from,Downloaded From: %{app_name} at %{url}.,Downloaded From: %{app_name} at %{url}.
743,ka.export_data.last_update,Data Last Updated: %{date},Data Last Updated: %{date}
744,ka.export_data.instructions.codebook,The codebook is a list of all questions and answers available in this dataset. It is provided as a reference to help you quickly find items of interest.,The codebook is a list of all questions and answers available in this dataset. It is provided as a reference to help you quickly find items of interest.
745,ka.export_data.instructions.csv_main,"The CSV file is a spreadsheet of all of the data in the dataset. You can open this file in OpenOffice, Excel, Google Spreadsheets or any other spreadsheet software. ","The CSV file is a spreadsheet of all of the data in the dataset. You can open this file in OpenOffice, Excel, Google Spreadsheets or any other spreadsheet software. "
746,ka.export_data.instructions.csv,"The CSV download contains 2 files:
- Codebook: %{codebook}

- CSV: %{csv} The CSV is formatted with headers (format: code - name) and the answers are the answer text, not the answer value.
","The CSV download contains 2 files:
- Codebook: %{codebook}

- CSV: %{csv} The CSV is formatted with headers (variable code and name) and the answers use answer text, not the answer value.
"
747,ka.export_data.instructions.spss,"The SPSS download contains 3 files:
- Codebook: %{codebook}

- CSV: %{csv} The CSV is formatted to be loaded into SPSS, so it does not contain headers and the answers are the answer values, not the answer text.

- SPS: The SPS file is a script file that you run in SPSS that will load the data from the CSV file and also create each variable and it's possible values. 
       IMPORTANT - Before runing the script file in SPSS, you will need to update the line with 'DATA LIST FILE' to include the full path to the CSV file.
","The SPSS download contains 3 files:
- Codebook: %{codebook}

- CSV: %{csv} The CSV is formatted to be loaded into SPSS, so it does not contain headers and the answers use answer values, not the answer text.

- SPS: The SPS file is a script file that you run in SPSS that will load the data from the CSV file and also create each variable and it's possible values. 
       IMPORTANT - Before runing the script file in SPSS, you will need to update the line with 'DATA LIST FILE' to include the full path to the CSV file.
"
748,ka.export_data.instructions.stata,"The STATA download contains 3 files:
- Codebook: %{codebook}

- CSV: %{csv} The CSV is formatted to be loaded into STATA, so it does not contain headers and the answers are the answer text, not the answer values.

- DO: The STATA DO file is a script file that you run in STATA that will load the data from the CSV file and also create each variable and it's possible values. 
       IMPORTANT - Before runing the script file in STATA, you will need to update the line with 'using' at the end of the file to include the full path to the CSV file.
","The STATA download contains 3 files:
- Codebook: %{codebook}

- CSV: %{csv} The CSV is formatted to be loaded into STATA, so it does not contain headers and the answers use answer text, not the answer values.

- DO: The STATA DO file is a script file that you run in STATA that will load the data from the CSV file and also create each variable and it's possible values. 
       IMPORTANT - Before runing the script file in STATA, you will need to update the line with 'using' at the end of the file to include the full path to the CSV file.
"
749,ka.export_data.instructions.r,"The R download contains 3 files:
- Codebook: %{codebook}

- CSV: %{csv} The CSV is formatted to be loaded into R, so the headers are the variables and the answers are the answer values, not the answer text.

- R: The R file is a script file that you run in R that will load the data from the CSV file and also create each variable. 
       IMPORTANT - Before runing the script file in R, you will need to update the 'setwd' line to include the full path to the CSV file.
","The R download contains 3 files:
- Codebook: %{codebook}

- CSV: %{csv} The CSV is formatted to be loaded into R, so the headers are the variables and the answers use answer values, not the answer text.

- R: The R file is a script file that you run in R that will load the data from the CSV file and also create each variable. 
       IMPORTANT - Before runing the script file in R, you will need to update the 'setwd' line to include the full path to the CSV file.
"
750,ka.download_data_options.text.csv,CSV,CSV
751,ka.download_data_options.text.spss,SPSS,SPSS
752,ka.download_data_options.text.stata,STATA,STATA
753,ka.download_data_options.text.r,R,R
754,ka.download_data_options.title.csv,Data formatted for spreadsheets,Data formatted for spreadsheets
755,ka.download_data_options.title.spss,Data formatted for SPSS,Data formatted for SPSS
756,ka.download_data_options.title.stata,Data formatted for STATA,Data formatted for STATA
757,ka.download_data_options.title.r,Data formatted for R,Data formatted for R
